RespondentID,CollectorID,StartDate,EndDate,What is your age?,What is your gender?,In what type of organisation are you employed?,other organisation type,Approximately how many individuals does your organization employ at all locations?,What is your position in the organisation's hierarchy,"organisation-role:marketing
",organisation-role: sales,organisation-role: finance,organisation-role: production,organisation-role: R&D,organisation-role: IT,organisation-role: Support,organisation-role: other,What is your organisation's industry?,"Other industry of organisation
",What is your highest degree?,other degree,Type of Studies : Science or mathematics,"
",Type of Studies : ICT,Type of Studies : Commerce,Type of Studies : Social sciences,Type of Studies : Law,Type of Studies : Other,How many years have you worked in Data Science or related field?,"Rating 1-5: Algorithms (ex: computational complexity, CS theory)",Rating 1-5: Back-End Programming (ex: JAVA/Rails/Objective C),"Rating 1-5: Bayesian/Monte-Carlo Statistics (ex: MCMC, BUGS)","Rating 1-5: Big and Distributed Data (ex: Hadoop, Map/Reduce)","Rating 1-5: Business (ex: management, business development, budgeting)","Rating 1-5: Classical Statistics (ex: general linear model, ANOVA)","Rating 1-5: Data Manipulation (ex: regexes, Python, R, SAS, web scraping)","Rating 1-5: Front-End Programming (ex: java script, HTML, CSS)","Rating 1-5: Graphical Models (ex: social networks, Bayes networks)","Rating 1-5: Machine Learning (ex: decision trees, neural nets, SVM, clustering)","Rating 1-5: Math (ex: linear algebra, real analysis, calculus)","Rating 1-5: Optimization (ex: linear, integer, convex, global)","Rating 1-5: Product Development (ex: design, project management)","Rating 1-5: Science (ex: experimental design, technical writing/publishing)","Rating 1-5: Simulation (ex: discrete, agent-based, continuous)","Rating 1-5: Spatial Statistics (ex: geographic covariates, GIS)","Rating 1-5: Structured Data (ex: RDBMS, SQL, JSON, XML, ETL)",Rating 1-5: Surveys and Marketing (ex: multinomial modeling),"Rating 1-5: Systems Administration (ex: *nix, DBA, cloud tech.)","Rating 1-5: Temporal Statistics (ex: forecasting, time-series analysis)","Rating 1-5: Unstructured Data (ex: noSQL, text mining)","Rating 1-5: Visualization (ex: statistical graphics, mapping, web-based data‐viz)",Which important skill did we leave out?,Data scientist type: developer,Data scientist type: Engineer,Data scientist type: Researcher,Data scientist type: Scientist,Data scientist type: Statistician,Data scientist type: Jack-of-all-trades,Data scientist type: Artist,Data scientist type: Hacker,Data scientist type: Leader,Data scientist type: Business person,Data scientist type: Entrepreneur,Data scientist type: Other,Motivation: I've never attended one of those meetings,"Motivation: Socialising, interacting with like-minded people","Motivation:Networking, business to business","Motivation: Networking, meeting potential employers","Motivation: Networking, meeting potential employees",Motivation: Learn about new developments in Data Science,Motivation: Hear what's happening on the Belgian Data Science scene,"Motivation: Contributing (e.g., presenting, taking actively part to discussions)",Motivation: Other,"Do you have suggestions to improve the meetings, or suggestions for potential speakers?"
3831520904,65397871,3/15/2015 11:35:19,3/15/2015 11:42:57,45 to 54,Male,Business or NGO,,3,Top level/administrative,Marketing,,,,,IT,,,IT and technology,,Master,,Science or mathematics,,ICT,,,,,20,4,5,4,5,3,3,3,3,3,3,3,4,4,3,3,3,2,4,4,5,5,5,,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",,,,,,,,,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831516135,65397871,3/15/2015 11:28:07,3/15/2015 11:37:48,18 to 24,Male,Student,,N.A,No management responsibilities,,,,,,IT,,,Education,,Master,,,,ICT,,,,,0,4,4,2,3,2,1,2,4,2,2,1,1,4,2,1,1,4,3,2,2,3,3,,"Yes, definitely",Maybe a bit,Not at all,Maybe,Maybe a bit,Not at all,Not at all,"Yes, but not completely",Maybe,Maybe a bit,Maybe,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831514406,65397871,3/15/2015 11:25:15,3/15/2015 11:44:42,35 to 44,Male,Business or NGO,,3000,Middle level/executive,,,,,R&D,,,actuarial,Financial services,,Master after Master,,Science or mathematics,,,,,,Actuarial,2,1,1,3,1,5,5,3,3,1,2,5,4,5,1,3,2,1,2,1,1,1,1,,Maybe,Maybe,"Yes, but not completely",Maybe a bit,Maybe,Maybe,"Yes, but not completely",Maybe a bit,"Yes, definitely","Yes, definitely","Yes, but not completely",,I've never attended one of those meetings,,,,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831513427,65397871,3/15/2015 11:23:40,3/15/2015 11:29:10,45 to 54,Male,Academia,,1000,No management responsibilities,,,,,R&D,,,,IT and technology,,Master after Master,,Science or mathematics,,,,,,,3,3,2,3,3,1,4,4,3,4,4,4,3,2,4,3,4,3,2,1,3,3,3,,Maybe,"Yes, but not completely","Yes, definitely","Yes, but not completely","Yes, but not completely",Maybe,Maybe,Maybe,Not at all,Not at all,Not at all,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,,Hear what's happening on the Belgian Data Science scene,,,
3831510115,65397871,3/15/2015 11:17:59,3/15/2015 11:25:49,25 to 34,Male,Business or NGO,,10000,No management responsibilities,,,,Production,,IT,Support,,Financial services,,Bachelor,,,,ICT,,,,,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831508316,65397871,3/15/2015 11:15:12,3/15/2015 11:26:43,45 to 54,Female,Business or NGO,,300000,Lower level/supervisory/operative/first-line manager,,Sales,,,,,,,IT and technology,,Master after Master,,,,,Commerce,Social sciences or humanities,,,10,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,1,4,1,1,1,,Not at all,Not at all,Maybe a bit,Not at all,Not at all,Maybe a bit,Maybe a bit,Not at all,Maybe a bit,Maybe a bit,Maybe a bit,,I've never attended one of those meetings,,"Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831497639,65397871,3/15/2015 10:57:26,3/15/2015 11:13:17,35 to 44,Male,Independent,,1,Middle level/executive,,,,,,IT,,,Energy and natural resources,,Bachelor,,,Engineering,,,,,,5,3,5,2,3,3,4,5,4,2,2,3,2,2,1,3,1,5,2,4,4,4,4,,"Yes, definitely",Maybe,"Yes, but not completely",Maybe,Maybe a bit,"Yes, but not completely",Not at all,"Yes, but not completely",Maybe,Maybe a bit,Maybe,,I've never attended one of those meetings,,,,,,,,,
3831495899,65397871,3/15/2015 10:52:39,3/15/2015 11:30:49,45 to 54,Male,Consulting,,5,Middle level/executive,Marketing,Sales,,,,,,,IT and technology,,Master after Master,,,,,Commerce,,,,25,1,1,1,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, but not completely","Yes, definitely","Yes, but not completely",,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831493920,65397871,3/15/2015 10:51:09,3/15/2015 10:58:48,45 to 54,Male,Business or NGO,,1800,Top level/administrative,,,,,,,,general management,"Communications, entertainment, media and publishing",,No higher education,,,,,,,,na,5,2,1,1,2,5,5,1,1,2,1,1,1,4,1,1,1,1,1,1,5,1,3,na,Not at all,Not at all,"Yes, but not completely",Not at all,"Yes, but not completely",Not at all,"Yes, but not completely",Not at all,Maybe a bit,"Yes, definitely","Yes, definitely",na,I've never attended one of those meetings,,,,,,,,,
3831487014,65397871,3/15/2015 10:39:25,3/15/2015 10:47:46,25 to 34,Male,Independent,,1,Top level/administrative,,,,,R&D,IT,,,Professional services,,Master,,,Engineering,,,,,,5,5,5,4,4,4,4,5,4,4,4,5,5,5,3,3,3,5,4,5,3,5,4,,"Yes, definitely","Yes, definitely",Not at all,Maybe,"Yes, but not completely","Yes, definitely",Maybe,"Yes, definitely",Maybe,"Yes, but not completely","Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831481858,65397871,3/15/2015 10:29:51,3/15/2015 10:35:20,25 to 34,Male,Government/Public sector,,1,Top level/administrative,,,,,R&D,IT,,,Education,,Master after Master,,,,ICT,,Social sciences or humanities,,,5,3,3,3,3,3,3,4,5,3,3,3,3,5,3,3,3,3,3,4,4,4,4,,"Yes, definitely",Maybe a bit,"Yes, definitely","Yes, definitely",Maybe,Maybe,Maybe,"Yes, definitely",Maybe,Maybe,"Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3831480137,65397871,3/15/2015 9:49:57,3/15/2015 10:51:44,55 to 64,Male,Business or NGO,,4,Top level/administrative,Marketing,,,,R&D,IT,,,IT and technology,,Master after Master,,Science or mathematics,,,,Social sciences or humanities,,Sports Science,30,3,3,3,3,4,3,5,4,4,2,3,3,5,4,2,4,3,4,3,3,3,3,,"Yes, but not completely",Not at all,"Yes, but not completely","Yes, but not completely",Maybe,Maybe,Maybe a bit,"Yes, definitely","Yes, definitely","Yes, but not completely","Yes, definitely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831472867,65397871,3/15/2015 10:13:16,3/15/2015 10:14:25,25 to 34,Female,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831468985,65397871,3/15/2015 10:07:25,3/15/2015 10:17:37,45 to 54,Male,Student,,n/a,No management responsibilities,,,,,,,,janitor,"Communications, entertainment, media and publishing",,Master,,,,,,,,labour sciences,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, definitely",Not at all,Not at all,Not at all,Not at all,Not at all,,I've never attended one of those meetings,,,,,,,,,
3831467929,65397871,3/15/2015 10:05:39,3/15/2015 10:18:39,25 to 34,Male,Academia,,1000,No management responsibilities,,,,,R&D,,,,Education,,PhD,,Science or mathematics,,,,,,,5,3,2,4,2,1,5,5,1,3,5,5,4,1,5,3,4,3,2,2,4,4,4,,"Yes, but not completely","Yes, but not completely","Yes, definitely","Yes, definitely","Yes, definitely",Maybe,"Yes, but not completely","Yes, but not completely",Maybe,Maybe,Maybe,,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831467728,65397871,3/15/2015 10:03:59,3/15/2015 10:11:46,25 to 34,Male,Academia,,70,Middle level/executive,,,,,R&D,,,,Education,,PhD,,,Engineering,,,,,,9,5,4,5,3,2,5,5,5,5,5,5,5,3,4,5,3,5,5,4,5,5,4,,"Yes, but not completely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, but not completely","Yes, but not completely",Not at all,"Yes, but not completely","Yes, but not completely",Maybe a bit,Not at all,,,,,,,,Hear what's happening on the Belgian Data Science scene,,,
3831465474,65397871,3/15/2015 10:01:00,3/15/2015 10:01:38,25 to 34,Male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831464863,65397871,3/15/2015 10:00:17,3/15/2015 10:10:17,55 to 64,Male,Business or NGO,,7,Top level/administrative,,,,,,,,managing director,Hospitality and gaming,,Bachelor,,,,,Commerce,,,,15,2,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,3,2,,Maybe,Not at all,Maybe a bit,Not at all,Not at all,Maybe,Maybe a bit,Not at all,Maybe,"Yes, but not completely","Yes, definitely",,I've never attended one of those meetings,,,,,,,,,
3831460801,65397871,3/15/2015 9:52:54,3/15/2015 10:10:13,25 to 34,Male,Consulting,,3000,Lower level/supervisory/operative/first-line manager,Marketing,,,,,,,,Other (please specify),Direct Marketing and database management,Master after Master,,,,,Commerce,,,,4,2,1,2,2,4,4,3,1,2,2,4,4,5,2,1,1,3,3,1,3,2,4,Business exploitation of data analyses,Maybe a bit,Not at all,Maybe a bit,Maybe a bit,Maybe a bit,"Yes, but not completely","Yes, but not completely",Not at all,"Yes, but not completely","Yes, definitely","Yes, but not completely",,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831453128,65397871,3/15/2015 9:39:06,3/15/2015 9:40:56,25 to 34,Male,Government/Public sector,,30,No management responsibilities,,,,,,,Support,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831452715,65397871,3/15/2015 9:38:35,3/15/2015 9:42:58,18 to 24,Male,Business or NGO,,500,Middle level/executive,,,,,R&D,IT,,,Government/Public sector,,Master,,,Engineering,ICT,,,,,1,4,3,1,3,1,1,2,4,3,3,2,2,4,1,1,1,1,1,1,2,4,5,,"Yes, definitely","Yes, definitely","Yes, but not completely","Yes, but not completely",Maybe a bit,"Yes, but not completely",Maybe a bit,Maybe,Maybe,Maybe a bit,Maybe,,I've never attended one of those meetings,,,,,,,,,
3831451375,65397871,3/15/2015 9:36:11,3/15/2015 9:43:48,25 to 34,Male,Independent,,1,No management responsibilities,,,,Production,R&D,,,,Other (please specify),business management consulting,Master after Master,,,,ICT,,,,Business,1,4,2,2,1,4,5,5,1,1,3,4,3,2,3,2,1,2,1,2,5,1,1,,Maybe a bit,"Yes, but not completely",Maybe a bit,Maybe,Maybe,"Yes, definitely",Maybe a bit,"Yes, definitely",Maybe,"Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831450534,65397871,3/15/2015 9:34:49,3/15/2015 10:07:35,25 to 34,Male,Academia,,1000,Lower level/supervisory/operative/first-line manager,,,,,R&D,IT,,,IT and technology,,Master,,,Engineering,,,,,,7,4,4,2,5,1,3,3,3,3,4,5,2,2,5,4,1,4,1,3,1,3,3,Semantics,"Yes, but not completely","Yes, definitely","Yes, definitely","Yes, definitely",Maybe,"Yes, but not completely",Maybe a bit,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Storyteller seems relevant (from data -> a blog for example),,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",Visibility,I think there should be more tutorials: we could tackle this with the learning platform
3831447731,65397871,3/15/2015 9:29:45,3/15/2015 9:41:30,35 to 44,Male,Business or NGO,,210,Middle level/executive,,,,,,IT,,,IT and technology,,Master after Master,,,,,Commerce,,,,4,2,4,1,3,4,1,2,3,1,2,3,2,4,2,3,1,4,1,3,1,2,2,Good old Datawarehousing / Dimenional Modelling?,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Maybe a bit,Maybe,Maybe a bit,Maybe,"Yes, but not completely",Maybe,Maybe,,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831445163,65397871,3/15/2015 9:24:30,3/15/2015 9:43:54,25 to 34,Male,Independent,,8,Top level/administrative,Marketing,Sales,,,,,,,Professional services,,Master,,,,,Commerce,,,,0,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, but not completely","Yes, definitely",,,,,,"Networking, meeting potential employees",Learn about new developments in Data Science,,,,
3831442149,65397871,3/15/2015 9:19:06,3/15/2015 9:28:21,35 to 44,Male,Consulting,,20,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,,,,Social sciences or humanities,,,2,2,1,1,2,1,3,3,2,1,1,2,1,1,1,1,1,4,1,3,1,1,1,,"Yes, but not completely",Maybe a bit,Maybe a bit,Maybe,Maybe,Maybe,Not at all,Maybe,Maybe a bit,Maybe a bit,Not at all,,,,,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831441419,65397871,3/15/2015 9:17:53,3/15/2015 9:32:25,25 to 34,Male,Business or NGO,,3,Top level/administrative,,,,,,,,data science,Other (please specify),data science,Master after Master,,Science or mathematics,,,Commerce,,,,6,3,2,3,4,5,5,5,5,3,4,2,3,3,5,2,2,4,2,2,3,5,5,,"Yes, but not completely",Maybe,Not at all,Not at all,Maybe,"Yes, definitely",Maybe,Not at all,"Yes, but not completely","Yes, definitely","Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831436964,65397871,3/15/2015 9:08:05,3/15/2015 9:25:09,35 to 44,Male,Business or NGO,,2,Middle level/executive,Marketing,Sales,Finance,Production,R&D,IT,Support,,"Communications, entertainment, media and publishing",,Master,,Science or mathematics,,,,,,,15,4,4,3,2,2,4,5,3,4,4,3,2,4,4,2,2,5,2,3,2,4,5,Object-oriented vs functional programming?  Specific individual languages?,"Yes, definitely","Yes, but not completely","Yes, definitely","Yes, but not completely","Yes, but not completely","Yes, definitely",Maybe,Maybe a bit,"Yes, but not completely","Yes, but not completely","Yes, definitely",,I've never attended one of those meetings,,,,,,,,,
3831436668,65397871,3/15/2015 9:08:58,3/15/2015 9:18:34,35 to 44,Male,Business or NGO,,1,Top level/administrative,,,,,,IT,,,IT and technology,,Master,,,,ICT,,,,,10,4,4,2,2,3,4,5,4,4,4,2,2,4,4,2,1,5,2,5,3,5,4,,"Yes, definitely","Yes, definitely","Yes, but not completely","Yes, but not completely",Maybe,"Yes, definitely",Maybe a bit,"Yes, but not completely",Maybe,"Yes, but not completely",Maybe,,I've never attended one of those meetings,,,,,,,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831434157,65397871,3/15/2015 9:04:12,3/15/2015 9:14:56,25 to 34,Female,Student,,1000,No management responsibilities,,,,,,IT,,,Education,,Bachelor,,,,ICT,,,,,0,3,2,2,2,3,3,3,2,3,2,3,3,3,2,2,2,4,2,4,2,3,2,,Maybe a bit,Maybe a bit,"Yes, but not completely",Maybe,Maybe,Not at all,Maybe,Not at all,Maybe,"Yes, but not completely",Maybe a bit,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,,,,
3831431719,65397871,3/15/2015 8:59:32,3/15/2015 9:19:46,35 to 44,Male,Business or NGO,,1,Top level/administrative,Marketing,Sales,Finance,Production,,,Support,,"Communications, entertainment, media and publishing",,Master after Master,,,Engineering,ICT,,,,,1,1,1,1,1,4,3,1,2,1,1,3,1,4,3,1,1,2,2,1,1,1,1,,Not at all,Maybe a bit,Not at all,Not at all,Not at all,Maybe a bit,"Yes, but not completely",Not at all,"Yes, but not completely","Yes, but not completely","Yes, definitely",,I've never attended one of those meetings,,"Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831430205,65397871,3/15/2015 8:56:33,3/15/2015 9:12:58,18 to 24,Male,Consulting,,7,No management responsibilities,,,,,,,,consultant,IT and technology,,Master,,,Engineering,,,,,,2,4,2,4,4,3,3,5,4,5,5,4,4,2,4,3,2,4,2,4,4,5,4,,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, definitely",Not at all,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831428568,65397871,3/15/2015 8:52:51,3/15/2015 8:57:54,35 to 44,Male,Independent,,30,No management responsibilities,,,,,R&D,,,,"Communications, entertainment, media and publishing",,Master,,,,,,Social sciences or humanities,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831427426,65397871,3/15/2015 8:49:07,3/15/2015 9:06:05,25 to 34,Male,Independent,,1,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,Engineering,ICT,,,,,5,4,1,2,3,2,4,3,1,3,4,4,2,1,1,1,1,5,2,2,3,3,5,,Maybe a bit,"Yes, but not completely",Maybe a bit,Maybe,Maybe,"Yes, definitely",Maybe a bit,Maybe a bit,Maybe a bit,Maybe,Maybe a bit,,,"Socialising, interacting with like-minded people","Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,,,,
3831425908,65397871,3/15/2015 8:48:59,3/15/2015 8:52:09,25 to 34,Male,Business or NGO,,3500,Middle level/executive,,Sales,,,,,,,Education,,Master,,,,,Commerce,,,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,None,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",None,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,,,,,No
3831425614,65397871,3/15/2015 8:48:27,3/15/2015 8:56:54,25 to 34,Male,Student,,NA,No management responsibilities,,,,,,,,NA,Education,,Bachelor,,,Engineering,,,,,,0,3,4,3,2,2,4,2,5,2,2,4,2,3,2,1,2,2,2,2,2,2,2,,"Yes, but not completely","Yes, but not completely","Yes, but not completely",Not at all,"Yes, definitely",Maybe a bit,Not at all,Not at all,"Yes, but not completely","Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,,,,,
3830454840,65397871,3/14/2015 10:47:53,3/14/2015 10:54:16,25 to 34,Male,Business or NGO,,130000,Middle level/executive,Marketing,Sales,,,,,,,Energy and natural resources,,Master,,,Engineering,,,,,,4,3,2,3,4,5,4,4,2,1,4,3,3,4,3,3,2,3,2,3,4,3,3,Presenting the results.,Maybe,"Yes, definitely",Not at all,Maybe a bit,Maybe a bit,"Yes, definitely",Maybe a bit,"Yes, but not completely","Yes, but not completely","Yes, definitely",Maybe,,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3829509708,65397871,3/13/2015 19:30:40,3/13/2015 19:48:39,25 to 34,Male,Business or NGO,,10000,No management responsibilities,Marketing,,,,R&D,,,,Financial services,,PhD,,Science or mathematics,,,,,,,1,4,2,3,4,2,4,4,1,4,4,5,3,2,4,3,2,4,3,2,3,4,4,Story telling,Maybe,Maybe a bit,"Yes, definitely",Maybe,Maybe,Maybe,Maybe a bit,"Yes, but not completely",Maybe a bit,Maybe a bit,Maybe,,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3829146473,65397871,3/13/2015 17:06:17,3/13/2015 17:25:10,25 to 34,Male,Business or NGO,,10000,No management responsibilities,Marketing,,,,R&D,,,,Financial services,,PhD,,Science or mathematics,,,,,,,1,4,2,3,4,2,4,4,1,4,4,5,3,1,5,4,1,4,4,2,3,4,4,Story telling,Maybe a bit,Maybe,"Yes, definitely","Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,"Yes, but not completely",Maybe a bit,"Yes, but not completely",Maybe,,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3828843182,65397871,3/13/2015 15:10:07,3/13/2015 15:28:20,25 to 34,Male,Business or NGO,,120000,Lower level/supervisory/operative/first-line manager,,,,,R&D,,,,Other (please specify),Consumer Goods,Master,,Science or mathematics,,,,,,,3,1,2,3,1,4,4,2,1,4,4,3,2,4,3,3,1,2,4,1,1,2,3,,Maybe,Maybe a bit,"Yes, definitely","Yes, but not completely",Maybe a bit,Maybe,Not at all,Not at all,"Yes, definitely",Maybe,Maybe a bit,,I've never attended one of those meetings,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,,,,
3828789187,65397871,3/13/2015 14:52:22,3/13/2015 15:08:19,25 to 34,Male,Business or NGO,,90,Top level/administrative,Marketing,Sales,,,R&D,,,,IT and technology,,Master,,,,,Commerce,,,,3,3,2,2,2,5,3,2,2,2,2,4,3,5,2,2,3,2,2,1,3,2,4,,Maybe a bit,Maybe a bit,Maybe a bit,Maybe a bit,Maybe a bit,Maybe,Maybe a bit,Maybe a bit,"Yes, but not completely","Yes, definitely","Yes, definitely",,,"Socialising, interacting with like-minded people",,,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3828772604,65397871,3/13/2015 14:45:16,3/13/2015 14:58:49,25 to 34,Male,Consulting,,700,Middle level/executive,,,,,R&D,IT,,,Other (please specify),Audit/Consulting,PhD,,Science or mathematics,,,Commerce,,,,5,3,4,2,2,4,3,4,4,3,3,4,4,5,5,2,1,4,2,1,2,2,2,process mining,"Yes, definitely",Maybe,"Yes, definitely","Yes, but not completely",Maybe a bit,Not at all,Not at all,Not at all,"Yes, definitely","Yes, but not completely",Not at all,,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3828369101,65397871,3/13/2015 11:51:06,3/13/2015 11:59:40,45 to 54,Male,Academia,,n,Lower level/supervisory/operative/first-line manager,,,,,R&D,,,,IT and technology,,Master after Master,,Science or mathematics,,,,,,,2,3,2,3,3,1,4,4,2,4,4,4,4,1,3,3,2,3,1,1,3,3,3,,Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, definitely",Maybe a bit,Maybe,"Yes, but not completely",Maybe a bit,Maybe a bit,Maybe a bit,,,,,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3828248816,65397871,3/13/2015 10:25:53,3/13/2015 10:31:59,25 to 34,Male,Business or NGO,,10000,No management responsibilities,,,,,R&D,,,,Energy and natural resources,,PhD,,,Engineering,,,,,,10,1,2,5,2,2,4,5,4,5,5,4,3,5,5,3,1,5,2,1,5,2,4,,"Yes, but not completely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, but not completely",Maybe,"Yes, definitely",Maybe,"Yes, but not completely",Maybe,"Yes, but not completely",,,,,"Networking, meeting potential employers",,,Hear what's happening on the Belgian Data Science scene,,,
3828226989,65397871,3/13/2015 10:09:58,3/13/2015 10:21:30,45 to 54,Male,Business or NGO,,12500,No management responsibilities,,,,,,,,presales/business development,IT and technology,,Master after Master,,,Engineering,,Commerce,,,,22,2,2,2,3,4,3,5,2,2,2,5,3,4,4,2,2,4,2,4,3,3,5,Storytelling/presenting,Maybe a bit,"Yes, but not completely",Not at all,Maybe a bit,Maybe a bit,"Yes, definitely",Maybe,Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
